
覂	feng
坞	wu
坟	fen
坜	li
坝	ba
坚	jian
坛	tan
坘	di
坙	jing
坖	ji
块	kuai
坔	di
坕	jing
坒	bi
坓	jing
坐	zuo
坑	keng
坏	huai
坎	kan
坍	tan
坌	ben
坋	fen
坊	fang
坉	tun
坈	keng
均	jun
坆	mei
坅	qin
坄	yi
坃	xun
坂	ban
坁	zhi
址	zhi
坼	che
坽	ling
坾	zhu
坿	fu
坸	gou
坹	xue
坺	ba
坻	di
坴	lu
坵	qiu
坶	mu
坷	ke
坰	jiong
坱	yang
坲	fo
坳	ao
坭	ni
坬	gua
坯	pi
坮	tai
坩	gan
坨	tuo
坫	dian
坪	ping
坥	ju
坤	kun
坧	zhi
坦	tan
坡	po
坠	zhui
坣	tang
坢	pan
圚	hui
圛	yi
團	tuan
圙	lue
圞	luan
土	tu
圝	luan
園	yuan
圓	yuan
圐	ku
圑	tuan
圖	tu
圗	tu
圔	ya
圕	tuan
國	guo
圊	qing
圉	yu
圈	quan
圎	yuan
圍	wei
圃	pu
圂	hun
圁	yin
圀	guo
圇	lun
圆	yuan
圅	han
圄	yu
圸	shan
圹	kuang
场	chang
圻	qi
圼	nie
圽	mo
圾	ji
圿	jia
圱	qian
圲	qian
圳	zhen
圴	zhuo
圵	dang
圶	qia
圷	xia
在	zai
圫	yu
圪	ge
圭	gui
圬	wu
圯	yi
圮	pi
圡	tu
圠	ya
圣	sheng
圢	ting
圥	lu
圤	pu
圧	ya
圦	kuai
囄	li
囅	chan
囆	chai
囇	li
囀	zhuan
囁	nie
囂	xiao
囃	ca
囌	su
囎	zen
囏	jian
囈	yi
囉	luo
囊	nang
囋	zan
囔	nang
囖	luo
囑	zhu
囐	za
囓	nie
囒	lan
囜	nin
囟	xin
回	hui
囙	yin
囘	hui
四	si
囚	qiu
囦	yan
囧	jiong
囥	kang
团	tuan
団	tuan
因	yin
囡	nan
囮	e
囯	guo
囬	hui
园	yuan
囪	cong
囫	hu
囨	pian
囩	yun
囷	qun
囶	guo
囵	lun
围	wei
図	tu
囲	tong
囱	cong
困	kun
囿	you
图	tu
国	guo
囼	tai
囻	guo
固	gu
囹	ling
囸	ri
嚀	ning
嚁	di
嚃	ta
嚄	huo
嚅	ru
嚆	hao
嚇	he
嚉	duo
嚊	pi
嚋	chou
嚍	jin
嚎	hao
嚏	ti
嚑	xun
嚐	chang
嚒	me
嚕	lu
嚔	ti
嚗	bo
嚖	hui
嚙	nie
嚘	you
嚛	huo
嚚	yin
嚝	hong
嚜	me
嚟	li
嚞	zhe
嚢	nang
嚣	xiao
嚠	liu
嚡	hai
嚦	li
嚧	lu
嚤	mo
嚪	dan
嚫	chen
嚨	long
嚩	fu
嚮	xiang
嚯	huo
嚬	pin
嚭	pi
嚳	ku
嚲	duo
嚱	xi
嚰	me
嚷	rang
嚶	ying
嚵	chan
嚴	yan
嚺	ta
嚹	la
嚿	huo
嚾	huan
嚽	chuo
噍	jiao
噌	ceng
噏	xi
噎	ye
噉	dan
噈	za
噋	tun
噊	yu
噅	hui
噄	kai
噇	chuang
噆	can
噁	e
噀	xun
噃	fan
噂	zun
噜	lu
噝	si
噞	yan
噟	ying
噘	jue
噙	qin
噚	xun
噛	yao
噔	deng
噕	hui
噖	yin
噗	pu
噐	qi
噑	hao
噒	lian
噯	ai
噮	yuan
噭	jiao
噬	shi
噫	yi
噪	zao
噩	e
器	qi
噧	xie
噦	yue
噥	nong
噤	jin
噢	o
噡	zhan
噠	da
噾	yin
噿	zui
噼	pi
噽	pi
噻	sai
噸	dun
噹	dang
噶	ga
噴	pen
噵	dao
噲	kuai
噳	yu
噰	yong
嘉	jia
嘈	cao
嘋	xiao
嘊	ai
嘍	lou
嘌	piao
嘏	gu
嘎	ga
嘁	qi
嘀	di
嘃	chong
嘂	jiao
嘅	kai
嘇	shan
嘆	tan
嘙	po
嘚	de
嘛	ma
嘜	ma
嘝	hu
嘞	lei
嘟	du
嘐	xiao
嘑	hu
嘒	hui
嘓	guo
嘔	ou
嘕	xian
嘖	ze
嘗	chang
嘫	ran
嘪	mai
嘩	hua
嘨	xiao
嘯	xiao
嘮	lao
嘭	peng
嘣	beng
嘢	ye
嘡	tang
嘠	ga
嘧	mi
嘦	jiao
嘥	sai
嘤	ying
嘺	qiao
嘻	xi
嘸	m
嘹	liao
嘾	dan
嘿	hei
嘼	shou
嘲	chao
嘳	kui
嘰	ji
嘱	zhu
嘶	si
嘷	hao
嘴	zui
嘵	xiao
冽	lie
冼	xian
冿	jian
冾	xie
冹	fu
冸	pan
冻	dong
冺	min
况	kuang
冴	hu
冷	leng
冶	ye
冱	hu
冰	bing
决	jue
冲	chong
冬	dong
冭	tai
冨	fu
冩	xie
冪	mi
冤	yuan
冥	ming
冦	kou
冧	min
冠	guan
冡	meng
冢	zhong
冟	shi
冞	mi
冝	ken
农	nong
军	jun
冚	kan
写	xie
冗	rong
冕	mian
冔	xu
冓	gou
冒	mao
冑	zhou
冐	mao
冎	gua
冏	jiong
册	ce
再	zai
冊	ce
冋	jiong
冈	gang
冉	ran
円	yuan
冇	mao
冄	ran
内	nei
冃	mao
冀	ji
冁	chan
凹	ao
凸	tu
击	ji
出	chu
函	han
凼	dan
凿	zao
凾	han
凱	kai
凰	huang
凳	deng
凲	gan
凴	ping
凷	kuai
凶	xiong
凨	feng
凩	mu
凪	zhi
凫	fu
凬	feng
凭	ping
凮	feng
凯	kai
几	ji
凡	fan
凢	fan
凣	fan
凤	feng
凥	ju
処	chu
凧	zheng
凛	lin
凚	jin
凙	duo
凘	si
凟	du
凞	xi
凝	ning
凜	lin
凓	li
凒	ai
凑	cou
凐	yin
凗	cui
凖	zhun
凕	ming
凔	cang
凊	qing
凋	diao
凈	jing
凉	liang
凎	gan
减	jian
凌	ling
凍	dong
凂	qing
凃	tu
净	jing
凁	sou
准	zhun
凇	song
凄	qi
凅	gu
儴	rang
儵	shu
儶	Jun
儷	li
儰	wei
儱	long
儲	chu
儳	chan
儼	yan
儽	lei
儾	nang
儿	er
儸	luo
儺	nuo
儻	chang
儤	bao
儦	biao
儡	lei
儠	lie
儣	kuang
儢	lv
儭	chen
儬	chen
儯	teng
儮	li
儩	si
儨	zhi
儫	hao
優	you
儖	lan
儔	chou
儕	chai
儒	ru
儓	tai
儐	bin
儑	e
儞	ni
償	chang
儜	ning
儝	qiong
儚	meng
儛	wu
儘	jin
儙	qian
儇	xuan
儆	jing
儅	dang
億	yi
儃	chan
儂	nong
儁	jun
儀	yi
儏	can
儎	zai
儍	sha
儌	jiao
儋	dan
儊	chu
儉	jian
儈	kuai
兰	lan
共	gong
兲	tian
关	guan
兴	xing
兵	bing
其	qi
具	ju
典	dian
兹	zi
养	yang
兼	jian
兽	shou
兾	ji
兿	yi
兠	dou
兢	jing
入	ru
兤	huang
內	nei
兦	wang
兩	liang
全	quan
八	ba
六	liu
公	gong
兮	xi
兒	er
兓	jin
児	er
兑	dui
兖	yan
兗	yan
兔	tu
兕	si
党	dang
兘	shi
兟	shen
兜	dou
元	yuan
兂	zan
允	yun
兀	wu
兇	xiong
兆	zhao
充	chong
兄	xiong
克	ke
兊	dui
光	guang
先	xian
兏	chang
兎	tu
免	mian
兌	dui
傮	zao
傯	zong
催	cui
傭	yong
傪	can
傫	lei
储	chu
傩	nuo
傦	gu
傧	bin
傤	zai
傥	tang
傢	jia
傣	dai
傠	fa
傡	bing
傿	yan
傾	qing
傽	zhang
傼	han
傻	sha
傺	chi
傸	chuang
傷	shang
傶	zu
債	zhai
傴	yu
傲	ao
傱	song
傰	peng
傌	ma
傍	bang
傎	dan
傏	tang
傈	li
傉	jue
傊	yun
傋	jiang
傄	hua
傅	fu
傆	yuan
傇	rong
傀	kui
傁	sou
傂	zhi
傃	su
傝	ta
傜	yao
傟	yang
傞	suo
備	bei
傘	san
傛	rong
傚	xiao
傕	jue
傔	qian
傗	chu
傖	cang
傑	jie
傐	hao
傓	shan
傒	xi
僪	yu
僫	e
僨	fen
僩	xian
僮	zhuang
僯	lin
僬	jiao
僭	jian
僢	chuan
僣	tie
僠	fan
僡	hui
僦	jiu
僧	seng
僤	dan
僥	jiao
僻	pi
僺	qiao
價	jia
僸	jin
僿	sai
僾	ai
僽	zhou
僼	feng
僳	su
僲	xian
僱	gu
僰	bo
僷	ye
僶	min
僵	jiang
僴	xian
僈	man
僉	qian
僊	xian
僋	tan
僌	ying
働	dong
僎	zhuan
像	xiang
僀	di
僁	xie
僃	bei
僄	piao
僅	jin
僆	lian
僇	lu
僙	guang
僘	chang
僛	qi
僚	liao
僝	zhuan
僜	deng
僟	ji
僞	wei
僑	qiao
僐	shan
僓	tui
僒	jiong
僕	pu
僔	zun
僗	lao
僖	xi
倧	zong
倦	juan
倥	kong
値	zhi
倣	fang
倢	jie
倡	chang
倠	hui
倯	song
倮	luo
倭	wo
倬	zhuo
倫	lun
倪	ni
倩	qian
倨	ju
倶	ju
倷	ne
倴	ben
倵	wu
倲	dong
倳	zi
倰	ling
倱	hun
倾	qing
倿	qie
值	zhi
倽	sha
债	zhai
倻	ye
倸	cai
倹	jian
倅	zu
倄	yao
倇	wan
倁	zhi
倀	chang
倃	jiu
倂	bing
倍	bei
倌	guan
倏	shu
倎	tian
倉	cang
倈	lai
個	ge
倊	zong
倔	jue
倕	chui
倖	xing
倗	peng
倐	shu
們	men
倒	dao
倓	tan
倜	ti
倝	gan
借	jie
倘	tang
候	hou
倚	yi
倛	qi
偣	yan
偡	zhan
偠	yao
偧	zha
偦	xu
健	jian
偤	you
偫	zhi
偪	bi
偩	fu
偨	ci
偯	yi
偮	ji
偭	miao
偬	zong
偳	duan
偱	xun
偶	ou
偷	tou
側	ce
偵	zhen
偺	zan
偸	tou
偹	bei
偾	fen
偿	chang
偼	jie
偽	wei
偁	cheng
偀	ying
偃	yan
偂	jian
偅	zhong
假	jia
偆	chun
偉	wei
偈	ji
偋	bing
偊	yu
偍	ti
偌	ruo
偏	pian
偎	wei
偐	yan
偑	feng
偒	tang
偓	wo
偔	e
偕	xie
偖	che
偗	sheng
偘	kan
偙	di
做	zuo
偛	cha
停	ting
偝	bei
偞	ye
偟	huang
厛	ting
厚	hou
厙	she
厘	li
原	yuan
厞	fei
厝	cuo
厜	zui
厓	ya
厒	ke
厑	aes
厐	pang
厗	ti
厖	mang
厕	ce
厔	zhi
厊	ya
压	ya
厈	han
厉	li
厎	di
厏	zha
厌	yan
厍	she
厂	chang
厃	yan
厀	xi
历	li
厇	zhe
厄	e
厅	ting
厸	lin
去	qu
厺	qu
厽	lei
县	xian
厾	du
厰	an
厳	yan
厲	li
厵	yuan
厴	yan
厷	gong
厶	si
厨	chu
厩	jiu
厫	ao
厬	gui
厭	yan
厮	si
厯	li
厠	ce
厡	yuan
厢	xiang
厣	yan
厤	li
厥	jue
厧	dian
叟	sou
叞	wei
叝	gao
叜	sou
叛	pan
叚	jia
叙	xu
变	bian
受	shou
取	qu
叕	zhuo
叔	shu
叓	li
叒	ruo
发	fa
叐	ba
収	shou
叏	guai
双	shuang
反	fan
及	ji
友	you
又	you
叉	cha
叆	ai
叇	dai
叄	san
叅	can
叀	zhuan
叁	san
叽	ji
叼	diao
叿	hong
叹	tan
司	si
叻	le
叺	chi
叵	po
叴	qiu
号	hao
叶	ye
叱	chi
台	tai
右	you
史	shi
召	zhao
叭	ba
叮	ding
可	ke
叩	kou
只	zhi
叫	jiao
古	gu
句	ju
另	ling
叧	gua
叠	die
叡	rui
叢	cong
口	kou
匒	da
匓	jiu
匐	fu
匑	gong
化	hua
北	bei
匔	gong
匕	bi
匛	jiu
匘	nao
匞	jiang
匟	kang
匜	yi
匝	za
匃	gai
匂	bi
匁	qian
匀	yun
匇	yi
匆	cong
包	bao
匄	gai
匋	tao
匊	ju
匉	peng
匈	xiong
匏	pao
匎	e
匍	pu
匌	ge
匰	dan
匱	kui
匲	lian
匳	lian
匴	suan
匵	du
匶	jiu
匷	jue
匸	xi
匹	pi
区	qu
医	yi
匼	ke
匽	yan
匾	bian
匿	ni
匡	kuang
匠	jiang
匣	xia
匢	hu
匥	fan
匤	kuang
匧	qie
匦	gui
匩	kuang
匨	zang
匫	hu
匪	fei
匭	gui
匬	yu
匯	hui
匮	kui
卖	mai
南	nan
協	xie
单	dan
卓	zhuo
卐	wan
卑	bei
卞	bian
卟	bu
卝	guan
博	bo
卛	lv
単	dan
卙	ji
升	sheng
卆	zu
卅	sa
卄	nian
千	qian
卂	xun
十	shi
區	qu
协	xie
华	hua
卍	wan
卌	xi
卋	shi
半	ban
卉	hui
午	wu
却	que
卵	luan
卶	chi
卷	juan
印	yin
危	wei
卲	shao
即	ji
卼	kui
卽	ji
卾	e
卿	qing
卸	xie
卹	xu
卺	jin
卻	que
卥	xi
卤	lu
卧	wo
卦	gua
卡	ka
占	zhan
卣	you
卢	lu
卭	qiong
卯	mao
卮	zhi
卨	xie
卫	wei
卪	jie
劈	pi
劉	liu
劊	gui
劋	jiao
劌	gui
劍	jian
劎	jian
劏	tang
劀	gua
劁	qiao
劂	jue
劃	hua
劄	zha
劅	zhuo
劆	lian
劇	ju
劙	li
劘	mo
力	li
劚	zhu
劝	quan
劜	ya
功	gong
办	ban
劑	ji
劐	huo
劓	yi
劒	jian
劕	zhi
劔	jian
劗	zuan
劖	chan
努	nu
劫	jie
动	dong
助	zhu
劮	yi
劯	zhu
劬	qu
劭	shao
劢	mai
劣	lie
加	jia
务	wu
劦	xie
劧	zhi
劤	jin
劥	keng
劻	kuang
劺	mou
効	xiao
劸	wa
势	shi
劾	he
劽	lie
劼	jie
劳	lao
劲	jin
励	li
劰	mo
劷	yang
劶	kou
労	lao
勌	juan
勍	qing
勎	lu
勏	pou
勈	yong
勉	mian
勊	ke
勋	xun
勄	min
勅	chi
勆	lang
勇	yong
勀	kei
勂	hao
勃	bo
勝	sheng
勜	weng
募	mu
勞	lao
務	wu
勘	kan
勛	xun
勚	yi
動	dong
勔	mian
勗	xu
勖	xu
勐	meng
勓	kai
勒	le
勮	ju
勯	zhan
勬	juan
勭	tong
勪	jue
勫	fan
勨	yang
勩	yi
勧	quan
勤	qin
勥	jiang
勢	shi
勣	ji
勠	lu
勡	piao
勿	wu
勾	gou
勽	bao
勼	jiu
勻	yun
勺	shao
勹	bao
勸	quan
勷	rang
勶	che
勵	li
勴	lv
勳	xun
勲	xun
勱	mai
勰	xie
刁	diao
刀	dao
刃	ren
刅	chuang
刄	ren
切	qie
分	fen
刉	ji
刈	yi
刋	qian
刊	kan
刍	chu
刌	cun
刏	ji
刎	wen
刐	dan
刑	xing
划	hua
刓	wan
刔	jue
刕	li
刖	yue
列	lie
刘	liu
则	ze
刚	gang
创	chuang
刜	fu
初	chu
刞	qu
刟	diao
刣	zhong
刢	ling
刡	min
删	shan
刧	jie
刦	jie
別	bie
判	pan
别	bie
刪	shan
利	li
刨	pao
刯	geng
刮	gua
刭	jing
刬	chan
刲	kui
刳	ku
到	dao
刱	chuang
制	zhi
刷	shua
刴	duo
刵	er
刺	ci
刻	ke
券	quan
刾	ci
刿	gui
刼	jie
刽	gui
剅	dou
剄	jing
則	ze
剆	luo
剁	duo
剀	kai
剃	ti
剂	ji
前	qian
剌	la
剏	chuang
剉	cuo
剈	yuan
剋	ke
剔	ti
剕	fei
剖	pou
剗	chan
剐	gua
剑	jian
剒	cuo
剓	li
剜	wan
剝	bao
剞	ji
剟	duo
剘	qi
剙	chuang
剚	zi
剛	gang
剧	ju
剦	yan
剤	ji
剣	jian
剢	chuan
剠	qing
副	fu
剮	gua
剭	wu
剬	duan
剫	duo
剪	jian
剩	sheng
剨	huo
剶	chuan
剷	chan
剴	kai
創	chuang
割	ge
剳	zha
剰	sheng
剱	jian
剼	shan
剽	piao
剺	li
剻	fu
剹	lu
嵩	song
嵨	dao
嵫	zi
嵪	qiao
嵭	beng
嵬	wei
嵯	cuo
嵮	tian
嵡	weng
嵠	qi
嵣	tang
嵢	cang
嵥	jie
嵤	rong
嵧	liu
嵦	ai
嵸	zong
嵹	qiang
嵺	liao
嵻	kang
嵼	chang
嵽	die
嵾	cen
嵿	ding
嵰	qian
嵱	rong
嵲	nie
嵳	cuo
嵴	ji
嵵	shi
嵶	ruo
嵷	zong
嵋	mei
嵊	sheng
嵉	ting
嵈	huan
嵏	zong
嵎	yu
嵌	qian
嵃	yan
嵂	lv
嵁	kan
嵀	zhu
嵇	ji
嵆	ji
嵅	qian
嵄	mei
嵚	qin
嵛	yu
嵘	rong
嵙	ke
嵞	tu
嵟	dui
嵜	qi
嵝	lou
嵒	yan
嵓	yan
嵐	lan
嵑	ke
嵖	cha
嵗	sui
嵔	wei
嵕	zong
崭	zhan
崬	dong
崯	yin
崮	gu
崩	beng
崨	jie
崫	jue
崪	zu
崥	pi
崤	xiao
崧	song
崦	yan
崡	han
崠	dong
崣	wei
崢	zheng
崼	shi
崽	zai
崾	yao
崿	e
崸	dun
崹	ti
崺	yi
崻	zhi
崵	yang
崶	feng
崷	qiu
崰	zi
崱	ze
崲	huang
崳	yu
崏	min
崎	qi
崍	lai
崌	ju
崋	hua
崊	lin
崉	ta
崈	chong
崇	chong
崆	kong
崅	que
崄	yan
崃	lai
崂	lao
崁	kan
崀	lang
崞	guo
崟	yin
崜	duo
崝	zheng
崚	ling
崛	jue
崘	lun
崙	lun
崖	ya
崗	gang
崔	cui
崕	ya
崒	zu
崓	gu
崐	kun
崑	kun
巠	jing
巡	xun
巢	chao
巣	chao
巤	lie
工	gong
左	zuo
巧	qiao
巨	ju
巩	gong
巫	wu
巯	qiu
己	ji
巰	qiu
巳	si
已	yi
巵	zhi
巴	ba
巷	xiang
巶	zhao
巹	jin
巸	yi
巻	quan
巺	xun
巽	xun
巿	fu
巾	jin
巂	gui
巃	long
巀	jie
巁	li
巆	ying
巇	xi
巄	long
巅	dian
巊	ying
巋	kui
巈	ju
巉	chan
巎	nao
巏	quan
巌	yan
巍	wei
巓	dian
巒	luan
巑	cuan
巐	chao
巗	yan
巖	yan
巕	nie
巔	dian
巚	yan
巙	nao
巘	yan
巟	huang
州	zhou
川	chuan
巜	kuai
嶤	yao
嶥	jue
嶦	zhan
嶧	yi
嶡	gui
嶢	yao
嶣	jiao
嶬	yi
嶭	nie
嶮	yan
嶯	ji
嶨	xue
嶩	nao
嶪	ye
嶫	ye
嶵	zui
嶴	ao
嶷	yi
嶶	wei
嶱	ke
嶰	jie
嶳	di
嶲	xi
嶽	yue
嶼	yu
嶿	ru
嶾	yin
嶹	dao
嶸	rong
嶻	jie
嶺	ling
嶆	cao
嶇	qu
嶄	zhan
嶅	ao
嶂	zhang
嶃	zhan
嶀	tu
嶁	lou
嶎	yu
嶏	pei
嶌	dao
嶍	xi
嶊	cui
嶋	dao
嶈	qiang
嶉	zui
嶗	lao
嶖	yan
嶕	jiao
嶔	qin
嶓	bo
嶒	ceng
嶑	xiang
嶐	long
嶟	zun
嶞	duo
嶝	deng
嶜	cen
嶛	liao
嶚	liao
嶙	lin
嶘	zhan
屺	qi
屻	ren
屸	hong
屹	yi
屾	shen
屿	yu
屼	wu
屽	han
屲	wa
屳	xian
屰	ni
山	shan
屶	dao
屷	hui
屴	li
屵	e
屫	jue
屪	liao
屩	jue
屨	ju
屭	xi
屣	xi
屢	lv
屡	lv
屠	tu
屧	xie
屦	ju
履	lv
層	ceng
屘	man
屙	e
屚	lou
屜	ti
屝	fei
屟	xie
屐	ji
屑	xie
屒	zhen
屓	xi
屔	ni
展	zhan
屖	xi
屉	ti
屈	qu
屋	wu
届	jie
屍	shi
屌	diao
屎	shi
屁	pi
局	ju
屃	xi
层	ceng
居	ju
屄	bi
屇	tian
屆	jie
尾	wei
尿	niao
尼	ni
尽	jin
尺	chi
尻	kao
尸	shi
尹	yin
尶	gan
尷	gan
尴	gan
尵	tui
尲	gan
尳	gu
尰	shong
就	jiu
尯	kui
尮	duo
尭	yao
尬	ga
尫	wang
尪	wang
尩	wang
尧	yao
尦	liao
尥	liao
尤	you
尣	wang
尢	you
尡	kun
尠	xian
尜	ga
尝	chang
尞	liao
尟	xian
尘	chen
尙	shang
尚	shang
尛	mo
尔	er
尕	ga
尖	jian
尗	shu
尐	jie
少	shao
尒	er
尓	er
對	dui
尌	shu
小	xiao
導	dao
專	zhuan
尋	xun
尊	zun
尅	ke
射	she
將	jiang
封	feng
尀	po
尃	fu
専	zhuan
峳	you
峲	li
峱	nao
峰	feng
峷	shen
島	dao
峵	rong
峴	xian
峻	jun
峺	geng
峹	tu
峸	cheng
峿	yu
峾	yin
峽	xia
峼	gao
峢	lie
峣	yao
峠	gu
峡	xia
峦	luan
峧	jiao
峥	zheng
峪	yu
峫	ye
峨	e
峩	e
峮	qun
峯	feng
峬	bu
峭	qiao
峑	quan
峐	gai
峓	yi
峒	dong
峕	shi
峔	mu
峗	wei
峖	an
峙	zhi
峘	huan
峛	li
峚	mi
峝	dong
峜	ji
峟	you
峞	wei
峀	bang
峁	mao
峂	tong
峃	xue
峄	yi
峅	bian
峆	he
峈	luo
峉	e
峊	fu
峋	xun
峌	die
峍	lu
峎	en
峏	er
岷	min
岶	po
岵	hu
岴	qu
岳	yue
岲	kuang
岱	dai
岰	ao
岿	kui
岽	dong
岼	ping
岻	chi
岺	ling
岹	tiao
岸	an
岦	li
岧	tiao
岤	xue
岥	po
岢	ke
岣	gou
岠	ju
岡	gang
岮	tuo
岯	pi
岬	jia
岭	ling
岪	fu
岫	xiu
岨	ju
岩	yan
岕	jie
岔	cha
岗	gang
岖	qu
岑	cen
岐	qi
岓	qi
岒	qian
岝	zuo
岜	ba
岟	yang
岞	zuo
岙	ao
岘	xian
岛	dao
岚	lan
岄	yue
岅	ban
岆	yao
岇	ang
岀	chu
岁	sui
岂	qi
岌	ji
岍	qian
岎	fen
岏	wan
岈	ya
岉	wu
岊	jie
岋	e
彏	jue
彎	wan
彍	guo
彌	mi
彋	hong
彉	kuo
彈	dan
彇	xiao
彆	bie
彅	jian
彄	kou
彃	bi
彂	fa
彁	ge
彀	gou
彞	yi
彟	yue
彜	yi
彝	yi
彚	hui
彛	yi
彘	zhi
彙	hui
彖	tuan
彗	hui
彔	mei
录	lu
归	gui
当	dang
彭	peng
彬	bin
彯	piao
彮	yong
彩	cai
彨	chi
彫	diao
彪	biao
彥	yan
彤	tong
彧	yu
彦	yan
彠	yue
彣	wen
形	xing
彼	bi
彽	chi
彾	ling
彿	fu
彸	zhong
役	yi
彺	wang
彻	che
彴	zhuo
彵	tuo
彶	ji
彷	pang
彰	zhang
影	ying
彲	chi
彳	chi
弋	yi
弊	bi
弉	zang
弈	yi
式	shi
弎	san
弍	er
弌	yi
弃	qi
异	yi
弁	bian
开	kai
弇	yan
弆	ju
弅	fen
弄	nong
弚	di
弛	chi
弘	hong
弙	wu
弞	shen
弟	di
弜	jiang
弝	ba
弒	shi
弓	gong
弐	er
弑	shi
弖	hu
弗	fu
弔	diao
引	yin
弩	nu
弨	chao
弫	zhen
弪	jing
弭	mi
弬	yi
弯	wan
弮	quan
弡	jue
张	zhang
弣	fu
弢	tao
弥	mi
弤	di
弧	hu
弦	xian
弸	peng
弻	bi
弼	bi
弽	she
弿	jian
弰	shao
弱	ruo
弲	yuan
弳	jing
弴	dun
張	zhang
弶	jiang
強	qiang
忆	yi
忇	le
必	bi
忂	qu
心	xin
忀	xiang
忁	bao
忎	ren
忏	chan
忌	ji
忍	ren
忊	ding
忋	gai
忈	ren
忉	lao
志	zhi
忖	cun
忔	xi
忓	gan
忑	te
忐	tan
忟	min
忞	min
忝	tian
応	ying
忛	fan
忚	xi
忙	mang
忘	wang
忤	wu
忥	xi
忦	jie
忧	you
忠	zhong
忡	chong
忢	wu
忣	ji
忬	yu
忭	bian
忮	zhi
忯	qi
忨	wan
忩	cong
快	kuai
念	nian
忴	qian
忷	xiong
忶	hun
忱	chen
忰	cui
忳	tun
忲	tai
忽	hu
忼	kang
忿	fen
忾	kai
忹	wang
忸	niu
忻	xin
忺	xian
徂	cu
徃	wang
往	wang
征	zheng
徆	xi
徇	xun
径	jing
待	dai
徊	huai
律	lv
很	hen
徉	yang
徎	cheng
徏	zhi
後	hou
徍	wa
従	cong
徒	tu
徑	jing
徐	xu
得	de
徖	cong
徕	lai
徔	zhi
徛	ji
徚	dong
徙	xi
徘	pai
徟	zhou
從	cong
徝	zhi
徜	chang
徠	lai
御	yu
徢	xie
徣	jie
徤	jian
徥	chi
徦	jia
徧	bian
徨	huang
復	fu
循	xun
徫	wei
徬	pang
徭	yao
微	wei
徯	xi
徱	piao
徰	zheng
徳	de
徲	ti
徵	zheng
徴	zheng
德	de
徶	bie
徹	che
徸	chong
徻	wai
徺	yao
徽	hui
徼	jiao
徿	long
徾	mei
幜	jing
幝	chan
幞	fu
幟	zhi
幘	ze
幙	mu
幚	bang
幛	zhang
幔	man
幕	mu
幖	biao
幗	guo
幐	teng
幑	hui
幒	zhong
幍	tao
幌	huang
幏	jia
幎	mi
幉	die
幈	ping
幋	pan
幊	gong
幅	fu
幄	wo
幇	bang
幆	yi
幁	xu
幀	zheng
幃	wei
幂	mi
幾	ji
广	guang
幼	you
幽	you
幺	yao
幻	huan
幸	xing
幹	gan
并	bing
幷	bing
年	nian
幵	jian
干	gan
平	ping
幰	xian
幱	lan
幯	jie
幮	chu
幭	mie
幬	chou
幫	bang
幪	meng
幩	fen
幨	chan
幧	cao
幦	mi
幥	zhang
幤	bi
幣	bi
幡	fan
幠	hu
帘	lian
帙	zhi
帚	zhou
帛	bo
帜	zhi
帝	di
帞	mo
帟	yi
帐	zhang
帑	tang
帒	dai
帓	mo
帔	pei
帕	pa
帖	tie
帉	fen
师	shi
帋	zhi
帊	pa
帍	hu
希	xi
帏	wei
帎	dan
币	bi
帀	za
布	bu
市	shi
帅	shuai
帄	ding
帇	nie
帆	fan
帺	qi
帻	ze
常	chang
帹	sha
帾	du
帿	hou
帼	guo
帽	mao
帲	ping
帳	zhang
帰	gui
帱	chou
帶	dai
帷	wei
帵	wan
師	shi
帪	zhen
帩	qiao
帨	shui
帯	dai
帮	bang
席	xi
帬	qun
帣	juan
帢	qia
帡	ping
帠	yi
帧	zhen
带	dai
帥	shuai
帤	ru
廕	yin
廔	lou
廗	dai
廖	liao
廑	jin
廐	jiu
廓	kuo
廒	ao
廝	si
廜	tu
廟	miao
廞	qian
廙	yi
廘	lu
廛	chan
廚	chu
廄	jiu
廅	e
廆	wei
廇	liu
廀	su
廁	ce
廂	xiang
廃	fei
廌	zhi
廍	bu
廎	qing
廏	jiu
廉	lian
廊	lang
廋	sou
廷	ting
延	yan
廵	xun
廳	ting
廲	li
廱	yong
廰	ting
廿	nian
廽	hui
廼	nai
廻	hui
建	jian
廹	po
廸	di
廦	bi
廧	qiang
廥	kuai
廢	fei
廣	guang
廠	chang
廡	wu
廮	ying
廯	xian
廬	lu
廭	ji
廪	lin
廫	liao
廨	xie
廩	lin
庑	wu
庐	lu
库	ku
庒	zhuang
底	di
应	ying
店	dian
庖	pao
庙	miao
庘	ya
庛	ci
庚	geng
庝	tong
府	fu
废	fei
庞	pang
庀	pi
庁	ting
庂	ze
広	guang
庄	zhuang
庅	me
庆	qing
庇	bi
庈	qin
庉	tun
床	chuang
庋	gui
庌	ya
庍	bai
庎	jie
序	xu
庳	bi
庲	lai
庱	cheng
庰	bing
康	kang
庶	shu
庵	an
庴	cuo
庻	shu
庺	song
庹	tuo
庸	yong
庿	miao
庾	yu
庽	yu
庼	qing
庢	zhi
庣	tiao
庠	xiang
庡	yi
座	zuo
庤	zhi
庥	xiu
庪	gui
庫	ku
庨	xiao
庩	tu
庮	you
庯	bu
庬	mang
庭	ting
夥	huo
夤	yin
夦	chen
夡	qi
夠	gou
夣	meng
夢	meng
夭	yao
央	yang
天	tian
夨	ze
夫	fu
太	tai
头	tou
